Contexto,Low-level Topic,Medium-level Topic,High-level Topic,Source,Author,Translation
"Algunas veces la depresión puede ser una reacción del enfermo al ser consciente de la pérdida de sus capacidades (preferentemente al inicio de la enfermedad) y en otros casos, los síntomas depresivos se deben a los cambios cerebrales que se producen con la enfermedad. Algunos signos de la depresión, sobre todo en los inicios de EA, son los episodios de llanto, sentimientos de culpa, de ser una carga para los demás, preocupación excesiva por la salud, poco contacto ocular, poca espontaneidad, o pérdida de capacidad para disfrutar de las cosas que antes le agradaban. Y en estadios más avanzados, depresión se puede manifestar con síntomas de irritabilidad, ansiedad y agitación psíquica. Ejemplos de pacientes con ánimo depresivo en demencia: El señor RGZ en los últimos 6 meses, se muestra melancólico, habla lentamente, monotóno, y en voz baja. Sólo habla de enfermedades terminales, y de los deseos de vivir un año más para poder tener una celebración especial por su cumpleaños. Desde hace 2 meses, él se siente un viejo inútil que no sirve para nada y es una carga para sus hijos. No tiene ganas de comer. No quiere salir a las actividades habituales que solía realizar. Otro ejemplo: La señora MCL cuando se dio cuenta que estaba perdiendo algunas habilidades cognitivas, empezó a entristecer, a sentirse inútil, desesperada, vacía, sin encontrar sentido a la vida. Perdió el apetito y bajó mucho de peso. Dejó de asistir al centro de la tercera edad de la comunidad, al cual solía asistir regularmente desde hace 2 años. En algunas oportunidades ha expresado su deseo de morir; pues no quiere depender de terceras personas para realizar sus actividades de vida diaria.",El ánimo depresivo en demencia,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Una persona apática no tiene interés por lo que le rodea, tiene una falta de respuesta emocional y por tanto, parecen no afectarle las penas ni alegrías de quienes lo rodean, y además nada de lo que ocurre a su alrededor llamará su atención. La apatía se manifiesta también con una pérdida total de iniciativa para cualquier conducta. Esta actitud generalmente hace sufrir a los familiares, que ven que su familiar, que era una persona cariñosa, cercana, con iniciativa y activa, se transforma en alguien indiferente a todo, que no reacciona ni expresa nada. Debemos ser cuidadosos para no confundir apatía con depresión. En la apatía no existen afectos, nada atrae su atención; en la depresión el paciente puede parecer apático porque no muestra interés ni iniciativa, pero existe tristeza, tendencia al llanto, angustia, sensación de impotencia y sentimientos de culpa. Ejemplos de pacientes afectados por demencia con síntomas de apatía: El Sr. GHR nos narra que su esposa empezó la enfermedad hace 3 años, con síntomas caracterizados por una gran pasividad: ""inicialmente abandonó las labores domésticas, luego no tenía interés por cambiarse de ropa""; y más adelante había que escogerle la ropa que debía usar. Desde hace un año, no le interesa lo que pasa a su rededor, donde la dejas, de allí no se mueve. Desde hace 6 meses, no se ""quiere levantar de la cama, parece un vegetal, no le interesa nada"". Otro ejemplo: La Sra. ARG cuidadora principal de un paciente con demencia en fase moderada, que inició su enfermedad hace 8 años cuando preguntamos sobre las actividades de motivación en comparación con el nivel previo de funcionamiento del paciente, nos dice: Ahora, ""es un autómata, me sigue donde lo llevo, es una mansa palomita. Pueden pasar muchas horas de caminata, y no se queja. Puedo dejarlo sentado y no se mueve. No le doy de comer y no pide, parece que no tiene apetito. No tiene afecto, No se ríe, no se inmuta ni con cosas jocosas, ni tristes"".",La apatía en demencia,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"En general, prestamos escasa atención a la asociación entre ansiedad y demencia de Alzheimer (EA); y parte del problema radica en el hecho que los médicos se fijan excesivamente en el componente cognitivo de la ansiedad y mucho menos en el componente somático (el cual predomina en los individuos adultos mayores). El paciente con síntomas iniciales de EA podría presentar síntomas ansiosos al darse cuenta de su incapacidad para realizar ciertas tareas (como responder a una pregunta), que en algunas ocasiones podría alcanzar una gran magnitud (""reacción catastrófica"") y ser confundido con un estado de agitación. En dichos casos, se debe distinguir el componente cognitivo (sensación de frustración del paciente ante la tarea que no puede realizar), el componente conductual (inquietud, hiperactividad) y el componente somático (taquicardia, sudoración, ""erizamiento"" de los vellos, entre otros). En otros casos, el paciente puede presentar ansiedad ante situaciones no familiares, sobre todo cuando se les expone a cambios en su ambiente habitual que incluyen cambio de cuidadores, cambio del lugar de residencia, o su internamiento transitorio programado para una cirugía electiva, o en casos médicos de emergencia. En todos estos casos, dicha sintomatología cede con el retorno a su entorno cotidiano. También es posible desarrollar ansiedad cuando el paciente se siente aislado o por falta de vínculos familiares; sin embargo, los factores más frecuentes que ocasionan ansiedad son ciertos medicamentos y problemas médicos infecciosos, como infección urinaria, neumonía y recientemente las medidas de cuarentena y aislamiento social con el inicio de la pandemia por COVID-19. Ejemplos de pacientes afectados por demencia con síntomas de ansiedad:
El señor ADS mira a cada instante hacia la ventana que da a la calle, intranquilo se levanta y mira con ansiedad a través de las cortinas, esperando al cartero que debe traer la carta de su esposa (ella ha fallecido hace 3 años). Pregunta por la hora cada 15 minutos, y cada vez que escucha el sonido de un auto pasando frente a su casa, pregunta por el cartero.
El señor JFR desde hace 4 meses se muestra ansioso y preocupado porque los microbios lo quieren invadir, motivo por el cual ""se lava y frota sus manos"" ante cualquier contacto con un objeto de la casa; y no permite que las puertas o ventanas se encuentren abiertas, con la finalidad de que no penetren ""corrientes de aire cargadas de microbios"". Desde hace un mes, no logra tomar sus acostumbradas siestas de la tarde, porque debe vigilar que ""todos en la casa deben permanecer con mascarillas para evitar la contaminación del aire que él respira"". Este es el caso de un paciente demente con un síntoma obsesivo que genera ansiedad.",La ansiedad en demencia,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"El más frecuente es el insomnio, el cual puede consistir en dificultad para iniciar el sueño, dificultad para mantenerlo o presentarse como despertar precoz matutino; siendo más frecuentes, cuánto más avanzado es el estadio de la demencia. Otra alteración, es la reducción del tiempo de sueño profundo (siendo éste, el más restaurador), lo cual origina despertares frecuentes durante la noche, paseo o vagabundeo nocturno y dificultad para mantenerse despierto al día siguiente. Por otro lado, este vagabundeo nocturno puede ser reflejo de la existencia del insomnio, pero también puede ser efecto secundario de ciertos medicamentos, o ser debido a estrés emocional, a la necesidad de encontrar el cuarto de baño, a sentir algún tipo de dolor o por un movimiento involuntario de miembros inferiores, conocido como síndrome de piernas inquietas. Ejemplos de pacientes afectados por demencia con alteraciones del sueño: El señor AFP con frecuencia despierta en la madrugada, alrededor de las 3:30 am, se dirige a su ropero, saca su ropa, se viste y solicita el desayuno para ir a su trabajo. Es lo que llamamos insomnio por dificultad para mantener el sueño con despertar matutino precoz (ver figura 20). Otro ejemplo: La Sra. MRS se acuesta en la cama a las 10 pm, pero no logra iniciar el sueño, se despierta varias veces en la madrugada con la finalidad de miccionar y para ello se dirige rumbo al baño, que se encuentra fuera de la habitación; pero por la oscuridad no lo encuentra, abre varias puertas, se torna irritable, agresiva verbalmente; y cuando la hija la lleva al baño no tiene necesidad de miccionar. Dicho acto se repite varias veces en la noche, logrando quedarse dormida alrededor de las 4 o 5 am. En la mañana siguiente, ella se encuentra con somnolencia, toma el desayuno alrededor de las 10 am, y luego quiere seguir durmiendo hasta la hora del almuerzo. Es lo que llamamos insomnio por dificultad para iniciar el sueño, con despertares nocturnos frecuentes e inversión del ritmo circadiano del sueño.",Las alteraciones del sueño,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Son frecuentes en pacientes con demencia los episodios en los que deambulan sin objetivo aparente y sin rumbo fijo, definido como el vagabundeo. Esta conducta entraña peligro cuando el enfermo abandona el hogar por riesgo de tener un accidente o perderse. El vagabundeo también puede desencadenarse por múltiples causas: desorientación, confusión, la falta de ejercicio, necesidad de realizar una actividad física, el aburrimiento, miedos, exceso de estimulación, expresión de una sensación de malestar, como dolor, hambre o sed. Es posible que por desorientación: el enfermo no recuerda donde se encuentra, se siente confuso, es la búsqueda interminable de ""algo"". La vivencia psicológica de estar en el pasado y la necesidad de ir a lugares como el trabajo pueden ser causas importantes de la deambulación errante. Esta conducta puede aumentar cuando el paciente se muda de su domicilio habitual o se realizan cambios significativos en su medio (obras de reformas, cambios de muebles, entre otras). Ejemplos de pacientes afectados por demencia con vagabundeo:
El Sr. FAP, cuidador de una paciente con enfermedad de Alzheimer de 6 años de evolución se encuentra agotado físicamente debido al ""constante ir y venir"" de su esposa. ""Ella es una máquina, no se cansa, entra y sale de las habitaciones, se sienta, inmediatamente se para, se recuesta para dormir, inmediatamente se levanta de la cama, empieza a llenar con agua la olla, y luego se va al jardín, coge la escoba, y regresa a la cocina ........ , y nunca termina de hacer lo que empieza"".
El Sr. RGS con diagnóstico de demencia vascular desde hace 5 años, presenta episodios de deambulación errante en ciertas circunstancias; sobre todo cuando es desplazado fuera de su domicilio. La esposa, narra: ""Cuando llevo a mi esposo a la casa de su único hermano, inmediatamente se quiere ir, se pone inquieto, entra y sale de las habitaciones, se sienta, se pone de pie y a veces, se torna agresivo"".",El vagabundeo,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Cuando hablamos de agitación psíquica nos referimos a un estado de intranquilidad, excitación, y/o conductas repetitivas que la persona no puede controlar, que carecen de una finalidad aparente y que están presentes de forma continuado. Vuestro familiar puede mostrar en ciertos momentos enfado, irritabilidad o incluso agresividad: gestos o expresiones corporales (ceño fruncida), agresiones verbales (insultos, gritos) y en casos extremos, agresiones físicas. Los pacientes pueden dañar el entorno o a las personas, o autolesionarse. Se manifiestan ansiosos, hiperactivos, coléricos y confusos. Con frecuencia gritan y discuten. La agitación puede llegar a situaciones límite, con la necesidad de varias personas para reducir al paciente, que da empujones, tira objetos, pudiendo destrozar muebles. La agitación puede ser consecuencia de una depresión, de un estado de ansiedad o de una reacción catastrófica. También puede deberse a diversos factores, o a la suma de factores como el dolor, el cansancio, la falta de descanso, y el efecto de medicamentos o de la propia demencia. En ciertos casos se puede relacionar con la supresión brusca de medicaciones ansiolíticas, hipnóticas, alcohol o drogas.
Ejemplos de pacientes afectados por demencia con agitación psíquica:
El Sr. JBC cuando fue hospitalizado para una resección de próstata, la primera noche después de la cirugía se mostró desorientado, confuso, agitado e inquieto; señalaba que veía rostros ""de personas maléficas"" en la habitación, y que ""pequeños insectos le recorrían la piel"", y que estos ""subían por las paredes del cuarto"", por lo que intenta levantarse de la cama, y salir de la habitación; retirándose en el intento la vía endovenosa y cogiendo el soporte metálico agrede a los auxiliares de enfermería, antes de ser contenido. Entonces, empieza a proferir en voz alta, que es víctima de una ""conspiración malévola"" y que lo están intentado ""aniquilar''.
El señor JRD con frecuencia presenta delusiones celotípicas con su esposa; a quien acusa de tener un amante. En cierta oportunidad, cuando llegó el médico de programa de atención a domicilio, se mostró suspicaz y poco colaborador durante la entrevista, y no permitió ser examinado (ni medición de presión arterial, ni auscultación de pulmones y corazón) e invitó groseramente a ""retirarse de su domicilio"". Luego de ello, se mostró irritable, hiperactivo, entraba y salía de las habitaciones, revisaba las puertas y ventanas y pedía en forma reiterada que no ""dejen ingresar nunca más a ese individuo"", ""el amante de su esposa"". Por varias horas, reclamaba por la ""conducta inmoral"" de su esposa a quien empezó a agredir verbalmente, y tuvo dos intentos de golpearla con su bastón. Cuando los hijos llegaron, ya estaba más calmado, refirió que ""su esposa tiene un amante que viene todos los meses a envenenarlo con unas cápsulas"".",La agitación psíquica,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Con frecuencia las ""reacciones catastróficas"", se asocian con labilidad emocional. La labilidad emocional se refiere a que los pacientes son propensos a presentar cambios bruscos y fluctuaciones en sus sentimientos y expresiones emocionales. Sus emociones pueden oscilar entre sentimientos depresivos y desesperación, ansiedad y sentimientos de alegría y euforia, o conductas de furor y agresividad. Con frecuencia se presentan enfados o una conducta violenta, la mayoría de estas reacciones son ""reacciones catastróficas"". Son arranques de agitación y angustia desproporcionados en relación con las causas que las provoca. Muchas veces el enfado es causado por la dificultad que tiene el paciente en comprender lo que está ocurriendo. Las reacciones catastróficas puede deberse a trastornos perceptivos, alucinaciones y delirios, por dolor, infecciones, ciertos medicamentos y estados agudos de confusión mental. Ejemplos de pacientes afectados por demencia con reacción catastrófica:
La Sra. RZM durante una entrevista con el neuropsicólogo: ""Este reloj que voy a dibujar es algo tan simple, me están haciendo perder el tiempo, y yo teniendo que recoger a mis hijas del colegio"". Luego tiró el lápiz, rompió el papel, agredió verbalmente al evaluador y salió corriendo del consultorio.
La Sra. JDA, cuidadora principal de un paciente con demencia, en estado moderado, nos cuenta: ""Mi esposo es imprevisible. De repente está como si se sintiera triste, apático, distante y de un momento a otro, arranca en llanto; pero termina riéndose, pues reconoce que el motivo de su tristeza es una tontería"".",La reacción catastrófica,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Entendemos por desinhibición el comportamiento impulsivo e inapropiado de la persona que padece una demencia en cuanto a sus movimientos o más frecuentemente con sus palabras. El paciente pierde la capacidad para diferenciar lo que está bien o mal visto en nuestra sociedad llegando a comportarse de forma irresponsable, con demostraciones de escasez de juicio o sentido común, e incapaz de adaptar sus comportamientos a todo lo que les rodea. Se vuelve impulsivo en sus comportamientos. Se comporta de manera grosera, descortés, perdiendo la gracia y el tacto social, mantiene un lenguaje obsceno, roba, agrede, etc. A veces muestran una excesiva jocosidad, realizando bromas de forma excesiva, ofensivas o en momentos inoportunos. Ejemplos de pacientes afectados por demencia con conductas desinhibidas:
El Sr. LAD después de los 60 años de edad, se ha tornado bromista, en las reuniones familiares le encanta contar chistes con contenido sexual; y en las colas para pagar los servicios, busca conversar con mujeres jóvenes, presentándose como ""admirador de mujeres bellas"". Cambio en el patrón de condcuta habitual de un adulto mayor, siendo tímido y retraido socialmente, ahora se torna conversador y galante. Es un síntoma que preocupa por el cambio de patrón previo.
La Sra. MAS de 56 años de edad, luego de iniciar de tratamiento para enfermedad de Parkinson, ha notado un entusiasmo por acudir a salas de juego de casinos y tragamonedas. Inicialmente lo hacía los fines de semana, y ahora acude 2 a 3 veces por semana (figura 22). Desorden del control de impulsos que generan conducta de ludopatía, debe llamar la atención en adultos mayores, pues debemos evaluar respuesta a ciertos medicamentos o probable síntoma de enfermedad neurodegenerativa.",Las conductas desinhibidas,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Debido a la memoria frágil, la pérdida progresiva de las propias capacidades, el aumento de dependencia a otros para las actividades más mínimas y el miedo a un futuro incierto, muchos pacientes se vuelvan más obstinados, siendo ésta una respuesta perfectamente normal. Algunos pacientes con demencia automáticamente dirán ""no"" a un sinnúmero de propuestas por parte del cuidador: ""Cuando queramos que hagan algo, no lo harán"". Si le decimos ""es hora de que te bañes"" y el rechaza de inmediato esta propuesta, es posible que el paciente no entienda bien el significado de lo que le acabamos de decir. Más bien opte por llevarlo al baño, meterlo en la ducha y pedirle que se quite la ropa, pieza por pieza.",Las ideas de negación,Capitulo 4: Los síntomas psicológicos y conductuales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Los síntomas funcionales en demencia significa lo mismo que compromiso de la ""capacidad funcional"". la pérdida de la ""funcionalidad"" o de la ""capacidad funcional"" se refiere a la pérdida de las actividades de la vida diaria del individuo que permiten una adecuado funcionamiento individual, familiar, ocupacional y social. Como recordamos, las actividades de la vida diaria (AVO) pueden ser: básicas, instrumentales y avanzadas. En la evolución de las demencias, sobre todo en la EA primero se comprometen las AVO avanzadas, luego las instrumentales, y finalmente; conforme avanza la enfermedad, se afectan las AVO básicas.",Los síntomas funcionales en demencia,Capitulo 5: Los síntomas funcionales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Las actividades avanzadas de la vida diaria son aquellas que presentan un mayor grado de complejidad y están relacionadas con la participación social, como organizar una fiesta, salidas con los amigos, o planificar viajes. Por ejemplo: La señora RPS trabajó como asistente de gerencia antes de jubilarse a los 60 años de edad, y luego de ello se mantuvo activa y siempre organizó los viajes familiares, incluso en los dos últimos años, ella estuvo en la comisión de viajes de promoción de colegio de uno de sus nietos que vivía con ella. Ella y esposo fueron invitados por uno de sus hijos que vive en Estados Unidos para visitar a los otros nietos; pero no pudieron viajar debido a que sus pasaportes y visas estaban vencidas (ver figura 23). La dificultad para completar todos los procesos de llevar a cabo un viaje de vacaciones por problemas disejecutivos (realizó todos los procesos, excepto la verificación de estado actual de pasaporte y visas) que se relacionan con las actividades avanzadas de vida diaria. Por ejemplo: La señora MAB trabajó como secretaría del despacho parroquial de su comunidad en los últimos 15 años, organizando todas las actividades afines, entre ellas el proceso de primera comunión para los niños de los colegios públicos; sin embargo en el último año no se encuentra registro adecuado del seguimiento de las actividades previas para estas actividades, o de las reservas con proveedores de las túnicas, la compra de recuerdos, de flores y mesa de bocaditos para la ceremonia de primera comunión, por lo que ha tenido algunos problemas con los padres de familia quienes la han acusado con el sacerdote encargado (ver figura 24).",El compromiso de las AVD avanzadas,Capitulo 5: Los síntomas funcionales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"De manera resumida, el compromiso de las AVO instrumentales se refiere a las dificultades o a la incapacidad para el uso adecuado de instrumentos o utensilios domésticos, como el uso correcto del teléfono, poner en funcionamiento el televisor, el uso del control remoto de otros electrodomésticos, colaborar en la preparación de los alimentos, poner los cubiertos en la mesa para el almuerzo, o recoger los deshechos y ponerlos en el tacho de basura. Las AVO instrumentales son aquellas acciones que necesitan de un objeto intermediario para su desarrollo con el fin de que el individuo presente un adecuado nivel de desempeño y competencia social. Incluye a las actividades domésticas, manejo de medicación y las sociales (manejo adecuado del dinero, comunicación, transporte y recursos comunitarios). Habilidades de limpieza y organización doméstica:
Limpieza doméstica: utilización de electrodomésticos de limpieza, utilización de utensilios de la casa, fregar, barrer y guardar los trastes en los depósitos para la basura. En algunos casos de demencia en estadios iniciales se pierden las habilidades de limpieza de las habitaciones y en otros casos existe dificultad para reconocer dónde se colocan los trastes de deshechos. Organización doméstica: elaboración de la comida, realización de la lista de la compra, realizar pequeñas reparaciones, prevención de accidentes. Con mucha frecuencia, las personas de la tercera edad tienen problemas para realizar varias tareas domésticas a la vez (lo cual puede ser hasta cierto punto normal; pero sí esta situación va acompañada de otros síntomas cognitivos debe requerir una atención más detallada), por lo que podrían poner la olla con agua y continuar realizando la limpieza del dormitorio, olvidando la olla que dejaron con la hornilla prendida, por lo que se origina un accidente doméstico menor. En algunos casos las personas no logran reconocer la situación, o la niegan, o en otros casos tratan de encontrar una justificación a dichos accidentes. En situaciones de deterioro cognitivo más avanzado (probablemente con varios años de problemas de memoria de hechos recientes, problemas de denominación y desorientación en el tiempo), las personas pueden tener problemas para recordar los ingredientes de comidas que ellas habitualmente realizan.
Manejo de medicación: referido al adecuado control del uso de medicación para otras personas o de las propias, incluyendo la capacidad de comprarlas en el tiempo preciso, de almacenarlas y recordar dónde las coloca, administrar adecuadamente según indicaciones médicas y saber reconocer probables eventos adversos para reportar a su médico tratante. Es habitual que los adultos mayores que habitualmente controlaban la administración de sus medicamentos empiecen a tener problemas, que se hacen evidentes cuando los hijos verifican contrastando con las cajas compradas mensualmente.
Habilidades sociales:
Manejo del dinero: debe ser capaz de conocer y manejar adecuadamente las monedas y billetes de uso actual, conocer los cambios de moneda local con las de otros países, manejo básico de contabilidad del hogar para pago de servicios básicos, elaborar presupuestos domésticos para cada semana o cada mes. Con frecuencia, las personas adultas mayores que viven solas, pueden tener problemas para pagar a tiempo los servicios de agua, luz o teléfono.
Comunicación y transporte: uso adecuado de los servicios de transporte público, utilización adecuada de los cambios o vueltos en el bus, uso adecuado para realizar llamadas por teléfono con o sin empleo de una agenda. En ciertas ocasiones, los adultos mayores tienen dificultades para usar correctamente los buses, por lo que tienen que elevar sus costos de pasajes, al tener que emplear otra unidad similar de retorno al punto de extarvío, o tener que pagar por un servicio particular.
Recursos comunitarios: utilización adecuada de los diferentes recursos de la comunidad (como mercados, supermercados, bodegas, bibliotecas, centros culturales, bancos, farmacias, centros educativos, cines, clubes entre otros). Es frecuente que las personas adultas mayores tengan problemas para recordar las claves o información previamente aprendida o que tengan dificultades con los adelantos tecnológicos, los cuales no significan que tengan problemas cognitivos y/o problemas de la funcionalidad si es que se presentan de manera aislada. Pero, si debe preocupar cuando ellos, empiezan a olvidar los ingredientes fundamentales de sus comidas preferidas como pretender preparar el arroz con pollo y no llevar el ingrediente que da el color y sabor particular a la preparación (figura 33), o no recordar el episodio de haber realizado el día previo, la misma actividad, por lo que pueden volver a realizarlo como si fuera la primera vez, hasta que alguien fuera de la familia se da cuenta.",El compromiso de las AVD instrumentales,Capitulo 5: Los síntomas funcionales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Las AVD básicas son el conjunto de actividades primarias de la persona encaminadas a su autocuidado y movilidad, que le dotan de autonomía e independencia elementales y le permiten vivir sin precisar ayuda continua de otros. Incluyen a:
Aseo y vestido: Contemplan aspectos tales como: tomar una ducha para el aseo diario, lavado y cuidado del pelo, higiene dental, afeitado, depilación, vestido, elección de ropa adecuada, uso del inodoro, entre otras.
Hábitos de vida: hábitos de sueño (horarios y calidad de sueño); independencia para los hábitos en la alimentación (horarios y hábitos en la mesa) y dietas; sobre todo si come de manera autónoma. Habitualmente, los profesionales de la salud pueden emplear cuestionarios que se aplican a los cuidadores o familiares para evaluar de manera breve (como el Pfeffer Functional Activities Questionnaire, PFAQ) o detallada (como una evaluación más amplia con el Alzheimer's Disease Cooperative Study-Activities of Daily Living, ADCS-ADL). El PFAQ incluye 11 preguntas acerca de las actividades de la vida diaria (como el manejo de dinero, comprar cosas, calentar agua, preparar una comida, mantenerse al tanto de las noticias, discusión de programas de televisión/radio/diarios, recordar compromisos, manejar medicación, pasear por el vecindario, saludar a los amigos, y capacidad de permanecer sólo en casa). Cada actividad se evalúa con rangos de puntaje de 0 a 3, según la severidad de la discapacidad en cada actividad. El puntaje máximo es 33, y un puntaje mayor de 7 indica compromiso funcional (anexo 1). El ADCS-ADL es una escala específica para enfermedad de Alzheimer que evalúa actividades de vida diaria. En su versión original, se incluyen 23 preguntas, siete de las cuales interrogan acerca de actividades básicas de la vida diaria y 17 lo hacen respecto a actividades instrumentales de la vida diaria. Las preguntas son contestadas por los cuidadores (cónyuge, hijos, cuidadores contratados o cuidadores informales que reportan el cuidado del paciente por más de 6 hora al día, durante los 3 meses consecutivos previos a la evaluación). Ellos son interrogados por las actividades realizadas por el paciente en las 4 semanas previas y la magnitud en la que él/ella podían realizarlas por sí mismos. Cada uno de los ítems ha sido puntuado jerárquicamente desde la independencia hasta la dependencia total. El puntaje total se obtiene por la suma de los 23 ítems individuales y puede alcanzar entre 0 y 78 puntos, donde el valor más bajo indica dependencia.",El compromiso de las AVD básicas,Capitulo 5: Los síntomas funcionales en demencia,Sobre demencia,Reconociendo los sintomas en pacientes con demencia,,No
"Personas con Alzheimer o demencia se confunden, deprimen y se enojan. Tienen dificultad para controlar sus sentimientos y acciones. Podrían pegar y gritar.Sus palabras o acciones no se deberán de tomar de manera personal. Escuchen por el significado, no solo lo que están diciendo. ¿Qué puede hacer? 1. Mantenga las cosas lo mas sencillo posible: busque actividades que la persona con Alzheimer todavía pueda y quiera hacer, mantenga el hogar tranquilo y calmado, hable lentamente usando frases cortas y sencillas; 2. Haga un cambio: ofrézcale algo para comer como una fruta o un dulce, llévelo a otro cuarto en la casa, pregúnteles si quieren ver la televisión u oír música, háblele de algo que a ellos les gusta; 3. Manténgase seguro: saquen o guarden bajo llave objetos que podrian ser armas (pistolas, cuchillos, etc.), si usted no se siente seguro, aléjese lentamente y pida ayuda, llamen al 106 si usted u otra persona tiene urgencia medica y al 105 si usted u otra persona esta en peligro. ¿POR QUÉ PASA ESTE PROBLEMA? Personas con Alzheimer o demencia pueden confundirse con: personas o lugares nuevos, algo que ven y no entienden. Personas con Alzheimer o demencia pueden frustrarse porque no pueden: ponerse el suéter, abrir la puerta, encontrar algo que perdió como la bolsa, la cartera o los lentes. Personas con Alzheimer o demencia pueden tener miedo de: el baño o la ducha, de una persona o un lugar nuevo.",Agitación y agresividad,Sintomas conductuales,Cuidar a pacientes,https://ucsf.app.box.com/s/mmyrces3zkgk05ox0oufld69ktpk8597 (Page 2),Alzheimer’s Los Angeles 2016,No
"A veces las cosas se ponen fuera de control, lo cual puede crear temor. Estos son consejos y estrategias para manejar aquellos comportamientos que son especialmente difíciles. Si piensa que usted o alguien necesita asistencia policial llame al 105 o si piensa que usted o alguien necesita asistencia medica llame al 106.
Si la persona con demencia le amenaza o se vuelve físicamente violento, incluso dándole golpes, empujes o patadas entonces puede hacer lo siguiente: Dé espacio y tiempo para que la persona se tranquilice; Posiciónese cerca de la salida y fuera del alcance de la persona; Evite los espacios pequeños como la cocina, el baño y el coche; Quite o asegure los objetos que se puedan utilizar como armas; Disminuye el ruido ambiental (las pláticas, el televisor, el radio); Mantenga un teléfono móvil por si necesita llamar por auxilio; Salga al aire libre, a la casa de un vecino o a un espacio público si es necesario para mantenerse seguro, Respire profundamente e intente mantener la calma; Escuche a la persona, sea empático y pida disculpas: ""Lo siento que esté frustrado”; Ofrecele consuelo: “Yo sé que esto es difícil. Todo va a estar bien."" o ""Estoy aquí para ayudarle.""; Descanse: tome tiempo para atender a sus necesidades, solicite ayuda (médica, emocional, apoyo social, respiro).
Si la persona con demencia hace berrinches o tiene arrebatos emocionales, incluso con gritos o golpes entonces puede hacer lo siguiente: Intente mantener una rutina constante y predecible (las personas con demencia suelen ser más sensibles a los cambios en el entorno o en la rutina); Simplifique el entorno (disminuye el desorden y el ruido ambiental); Respire e intente mantener la calma (las personas con demencia a veces basan sus propias emociones en las emociones de sus cuidadores: por ejemplo, si los cuidadores están ansiosos o preocupados, ellos se vuelven ansiosos y preocupados); Pregúntese si exige demasiado de la persona con demencia para ajustar sus expectativas y apoyar el éxito de la persona según su propio nivel funcional (por ejemplo, le exige que recuerde información, la cual es imposible que ellos recuerden?); Considere la emoción que la persona podría intentar expresar a través de su comportamiento (por ejemplo, ¿Siente temor hacia un ruido o una persona extraña? O ¿No comprende la conversación y entonces reacciona con ira y vergüenza?); Suspenda sus esfuerzos e intente de nuevo más tarde con un enfoque distinto (Si la persona es resistente y poco cooperadora); Dale distracciones reconfortantes como objetos personales familiares o alimentos y actividades preferidas; Cree momentos de conexión (mediante la música, el contacto consolador, los recuerdos, la narración, el humor, etc.).
Si persona con demencia está enfadada y le acusa de algo que no es cierto, incluso de robo o infidelidad, entonces puede hacer lo siguiente: No discuta con la persona o insista que usted tiene razón (evite la lógica y el razonamiento si la persona exige otra realidad); Evite el lenguaje corporal de confrontación, como cruzar los brazos o pararse sobre o delante de la persona; Evite criticar, corregir o poner a prueba a la persona; Hable lentamente, utilizando un tono suave y afable; Entienda cómo la demencia cambia la personalidad y el comportamiento de la persona; Intente no ofenderse por acusaciones hechas por la persona; Recuerde que la ira y el temor se disminuyen solos y en cuestión de segundos (en ausencia de provocaciones persistentes o pensamientos repetitivos) las personas con demencia suelen olvidarse del conflicto si el incidente angustiante no es prolongado o repetido; Intente formar una conexión emocional: ""Te quiero. Esto es difícil. Lo superaremos juntos."".",Agitación y agresividad,Sintomas conductuales,Cuidar a pacientes,https://ucsf.app.box.com/s/ou0iiafj68ls569x8w8ppdzj0d1t0r35,Care Ecosystem,No
